pincode,year,state,district,age_0_5,age_5_17,age_18_greater,total_enrollments,updates_5_17,updates_18_plus,total_updates,UER,UER_18_plus,p90_uer_threshold,p90_uer18_threshold
493229,2025,Chhattisgarh,Baloda Bazar,208,15,2,225,435,7380,7815,34.733333333333334,32.8,19.0,17.304525288376222
493332,2025,Chhattisgarh,Baloda Bazar,262,30,4,296,681,7467,8148,27.527027027027028,25.22635135135135,19.0,17.304525288376222
493338,2025,Chhattisgarh,Baloda Bazar,316,39,2,357,494,7856,8350,23.389355742296917,22.00560224089636,19.0,17.304525288376222
493344,2025,Chhattisgarh,Baloda Bazar,271,46,3,320,495,6900,7395,23.109375,21.5625,19.0,17.304525288376222
493441,2025,Chhattisgarh,Raipur,470,34,3,507,1111,12345,13456,26.54043392504931,24.349112426035504,19.0,17.304525288376222
493445,2025,Chhattisgarh,Mahasamund,600,55,4,659,2222,36810,39032,59.229135053110774,55.85735963581184,19.0,17.304525288376222
493449,2025,Chhattisgarh,Mahasamund,602,136,13,751,2441,34338,36779,48.973368841544605,45.72303595206392,19.0,17.304525288376222
493551,2025,Chhattisgarh,Mahasamund,426,95,0,521,625,9543,10168,19.516314779270633,18.316698656429942,19.0,17.304525288376222
493558,2025,Chhattisgarh,Mahasamund,558,137,6,701,2826,38447,41273,58.87731811697575,54.845934379457915,19.0,17.304525288376222
493559,2025,Chhattisgarh,Sarangarh-Bilaigarh,149,26,1,176,709,5554,6263,35.58522727272727,31.556818181818183,19.0,17.304525288376222
493663,2025,Chhattisgarh,Dhamtari,431,6,0,437,709,9193,9902,22.659038901601832,21.036613272311214,19.0,17.304525288376222
493770,2025,Chhattisgarh,Dhamtari,338,7,0,345,330,7121,7451,21.597101449275364,20.640579710144927,19.0,17.304525288376222
493773,2025,Chhattisgarh,Dhamtari,481,27,1,509,1001,12244,13245,26.021611001964637,24.05500982318271,19.0,17.304525288376222
493778,2025,Chhattisgarh,Dhamtari,217,23,2,242,614,7079,7693,31.789256198347108,29.25206611570248,19.0,17.304525288376222
493881,2025,Chhattisgarh,Raipur,40,3,0,43,65,1060,1125,26.162790697674417,24.651162790697676,19.0,17.304525288376222
493890,2025,Chhattisgarh,Gariyaband,214,76,2,292,279,7183,7462,25.554794520547944,24.59931506849315,19.0,17.304525288376222
493891,2025,Chhattisgarh,Gariyaband,73,28,1,102,106,2170,2276,22.313725490196077,21.274509803921568,19.0,17.304525288376222
493992,2025,Chhattisgarh,Gariyaband,261,15,0,276,219,6092,6311,22.865942028985508,22.07246376811594,19.0,17.304525288376222
494001,2025,Chhattisgarh,Bastar,944,289,1,1234,3182,22994,26176,21.212317666126417,18.633711507293356,19.0,17.304525288376222
494226,2025,Chhattisgarh,Kondagaon,1040,625,3,1668,2797,43629,46426,27.833333333333332,26.156474820143885,19.0,17.304525288376222
494333,2025,Chhattisgarh,Kanker,134,14,0,148,313,2621,2934,19.824324324324323,17.70945945945946,19.0,17.304525288376222
494335,2025,Chhattisgarh,Uttar Bastar Kanker,108,17,1,126,316,2306,2622,20.80952380952381,18.3015873015873,19.0,17.304525288376222
494336,2025,Chhattisgarh,Kanker,78,3,0,81,284,2338,2622,32.370370370370374,28.864197530864196,19.0,17.304525288376222
494337,2025,Chhattisgarh,Kanker,107,8,0,115,376,2073,2449,21.295652173913044,18.026086956521738,19.0,17.304525288376222
494347,2025,Chhattisgarh,Kondagaon,116,36,2,154,441,4009,4450,28.896103896103895,26.032467532467532,19.0,17.304525288376222
494661,2025,Chhattisgarh,Narayanpur,462,326,9,797,2082,14834,16916,21.224592220828104,18.612296110414054,19.0,17.304525288376222
494669,2025,Chhattisgarh,Kanker,225,40,1,266,468,5076,5544,20.842105263157894,19.082706766917294,19.0,17.304525288376222
494776,2025,Chhattisgarh,Kanker,207,39,0,246,239,4498,4737,19.25609756097561,18.284552845528456,19.0,17.304525288376222
494777,2025,Chhattisgarh,Kanker,72,42,0,114,55,2152,2207,19.359649122807017,18.87719298245614,19.0,17.304525288376222
495001,2025,Chhattisgarh,Bilaspur,840,131,4,975,2864,30094,32958,33.80307692307692,30.865641025641025,19.0,17.304525288376222
495113,2025,Chhattisgarh,Bilaspur,380,57,0,437,968,10229,11197,25.622425629290618,23.40732265446224,19.0,17.304525288376222
495115,2025,Chhattisgarh,Mungeli,1018,148,1,1167,1777,27803,29580,25.347043701799485,23.82433590402742,19.0,17.304525288376222
495220,2025,Chhattisgarh,Bilaspur,182,30,0,212,372,4154,4526,21.349056603773583,19.59433962264151,19.0,17.304525288376222
495224,2025,Chhattisgarh,Mungeli,814,105,1,920,2320,22529,24849,27.00978260869565,24.48804347826087,19.0,17.304525288376222
495330,2025,Chhattisgarh,Mungeli,579,56,1,636,784,12300,13084,20.572327044025158,19.339622641509433,19.0,17.304525288376222
495334,2025,Chhattisgarh,Mungeli,746,89,0,835,1032,21182,22214,26.603592814371257,25.367664670658684,19.0,17.304525288376222
495445,2025,Chhattisgarh,Korba,534,106,0,640,1327,16314,17641,27.5640625,25.490625,19.0,17.304525288376222
495446,2025,Chhattisgarh,Korba,269,36,0,305,449,7125,7574,24.832786885245902,23.360655737704917,19.0,17.304525288376222
495449,2025,Chhattisgarh,Korba,513,82,2,597,1097,11302,12399,20.768844221105528,18.931323283082076,19.0,17.304525288376222
495550,2025,Chhattisgarh,Bilaspur,234,36,0,270,736,8439,9175,33.98148148148148,31.255555555555556,19.0,17.304525288376222
495557,2025,Chhattisgarh,Janjgir-champa,217,19,0,236,242,5227,5469,23.173728813559322,22.14830508474576,19.0,17.304525288376222
495661,2025,Chhattisgarh,Sakti,197,43,0,240,374,5422,5796,24.15,22.591666666666665,19.0,17.304525288376222
495668,2025,Chhattisgarh,Janjgir - Champa,631,78,0,709,1789,24482,26271,37.053596614950635,34.530324400564176,19.0,17.304525288376222
495674,2025,Chhattisgarh,Korba,443,85,2,530,1438,20788,22226,41.93584905660377,39.22264150943396,19.0,17.304525288376222
495677,2025,Chhattisgarh,Korba,275,36,2,313,910,8558,9468,30.249201277955272,27.34185303514377,19.0,17.304525288376222
495687,2025,Chhattisgarh,Janjgir Champa,247,26,0,273,537,5879,6416,23.501831501831504,21.534798534798536,19.0,17.304525288376222
495688,2025,Chhattisgarh,Sakti,116,18,0,134,390,6654,7044,52.56716417910448,49.656716417910445,19.0,17.304525288376222
495689,2025,Chhattisgarh,Janjgir-champa,415,51,2,468,1170,13096,14266,30.482905982905983,27.982905982905983,19.0,17.304525288376222
495690,2025,Chhattisgarh,Janjgir-champa,213,42,1,256,506,8023,8529,33.31640625,31.33984375,19.0,17.304525288376222
495691,2025,Chhattisgarh,Sakti,209,36,0,245,468,7724,8192,33.436734693877554,31.526530612244898,19.0,17.304525288376222
495692,2025,Chhattisgarh,Janjgir-champa,134,25,0,159,350,7074,7424,46.691823899371066,44.490566037735846,19.0,17.304525288376222
495695,2025,Chhattisgarh,Sakti,113,13,0,126,243,3811,4054,32.17460317460318,30.246031746031747,19.0,17.304525288376222
496113,2025,Chhattisgarh,Raigarh,224,38,1,263,486,5907,6393,24.307984790874524,22.460076045627375,19.0,17.304525288376222
496115,2025,Chhattisgarh,Raigarh,53,18,2,73,132,2028,2160,29.589041095890412,27.78082191780822,19.0,17.304525288376222
496118,2025,Chhattisgarh,Raigarh,303,103,0,406,1661,15804,17465,43.01724137931034,38.926108374384235,19.0,17.304525288376222
496220,2025,Chhattisgarh,Jashpur,195,61,0,256,652,6262,6914,27.0078125,24.4609375,19.0,17.304525288376222
496223,2025,Chhattisgarh,Jashpur,134,84,0,218,1239,8649,9888,45.357798165137616,39.674311926605505,19.0,17.304525288376222
496224,2025,Chhattisgarh,Jashpur,207,136,0,343,896,9049,9945,28.994169096209912,26.38192419825073,19.0,17.304525288376222
496225,2025,Chhattisgarh,Jashpur,102,43,0,145,1813,12163,13976,96.38620689655173,83.88275862068966,19.0,17.304525288376222
496227,2025,Chhattisgarh,Jashpur,45,24,0,69,186,1680,1866,27.043478260869566,24.347826086956523,19.0,17.304525288376222
496242,2025,Chhattisgarh,Jashpur,50,18,0,68,176,1485,1661,24.426470588235293,21.83823529411765,19.0,17.304525288376222
496245,2025,Chhattisgarh,Jashpur,59,52,0,111,217,2619,2836,25.54954954954955,23.594594594594593,19.0,17.304525288376222
496334,2025,Chhattisgarh,Jashpur,70,32,0,102,565,1930,2495,24.46078431372549,18.92156862745098,19.0,17.304525288376222
496440,2025,Chhattisgarh,Raigarh,159,11,0,170,203,3964,4167,24.511764705882353,23.31764705882353,19.0,17.304525288376222
496445,2025,Chhattisgarh,Sarangarh-Bilaigarh,173,19,0,192,478,10138,10616,55.291666666666664,52.802083333333336,19.0,17.304525288376222
496450,2025,Chhattisgarh,Raigarh,156,15,0,171,405,7728,8133,47.56140350877193,45.19298245614035,19.0,17.304525288376222
496551,2025,Chhattisgarh,Raigarh,62,3,1,66,172,7508,7680,116.36363636363636,113.75757575757575,19.0,17.304525288376222
496554,2025,Chhattisgarh,Raigarh,69,5,0,74,132,4099,4231,57.17567567567568,55.391891891891895,19.0,17.304525288376222
496661,2025,Chhattisgarh,Raigarh,392,29,1,422,820,9025,9845,23.329383886255926,21.386255924170616,19.0,17.304525288376222
497001,2025,Chhattisgarh,Surajpur,1111,172,12,1295,3632,37451,41083,31.724324324324325,28.91969111969112,19.0,17.304525288376222
497101,2025,Chhattisgarh,Surguja,428,84,0,512,2051,21188,23239,45.388671875,41.3828125,19.0,17.304525288376222
497111,2025,Chhattisgarh,Surguja,329,103,0,432,1057,15512,16569,38.354166666666664,35.907407407407405,19.0,17.304525288376222
497114,2025,Chhattisgarh,Surguja,114,34,0,148,443,5744,6187,41.804054054054056,38.810810810810814,19.0,17.304525288376222
497116,2025,Chhattisgarh,Surajpur,567,113,0,680,1758,22743,24501,36.03088235294118,33.44558823529412,19.0,17.304525288376222
497220,2025,Chhattisgarh,Balrampur,746,198,0,944,899,17506,18405,19.496822033898304,18.54449152542373,19.0,17.304525288376222
497335,2025,Chhattisgarh,Koriya,241,90,0,331,785,9261,10046,30.350453172205437,27.978851963746223,19.0,17.304525288376222
497778,2025,Chhattisgarh,Koriya,240,95,0,335,274,6474,6748,20.143283582089552,19.32537313432836,19.0,17.304525288376222
500089,2025,Telangana,K.v. Rangareddy,383,121,11,515,1501,9483,10984,21.328155339805825,18.41359223300971,19.0,17.304525288376222
500100,2025,Telangana,Medchal-malkajgiri,26,13,5,44,183,1010,1193,27.113636363636363,22.954545454545453,19.0,17.304525288376222
501121,2025,Telangana,Vikarabad,113,29,0,142,350,2564,2914,20.52112676056338,18.056338028169016,19.0,17.304525288376222
501141,2025,Andhra Pradesh,Rangareddi,375,77,0,452,3450,16140,19590,43.34070796460177,35.70796460176991,19.0,17.304525288376222
501142,2025,Telangana,Vikarabad,179,47,1,227,1008,6813,7821,34.45374449339207,30.013215859030836,19.0,17.304525288376222
501143,2025,Telangana,Vikarabad,147,27,0,174,477,3165,3642,20.93103448275862,18.189655172413794,19.0,17.304525288376222
501144,2025,Telangana,Vikarabad,120,18,0,138,953,3923,4876,35.333333333333336,28.42753623188406,19.0,17.304525288376222
501158,2025,Telangana,Vikarabad,75,11,0,86,536,2812,3348,38.93023255813954,32.69767441860465,19.0,17.304525288376222
502101,2025,Telangana,Medak,51,7,0,58,126,1089,1215,20.948275862068964,18.775862068965516,19.0,17.304525288376222
502108,2025,Telangana,Siddipet,185,8,0,193,528,4509,5037,26.098445595854923,23.362694300518136,19.0,17.304525288376222
502247,2025,Andhra Pradesh,Medak,180,21,0,201,521,3531,4052,20.1592039800995,17.567164179104477,19.0,17.304525288376222
502278,2025,Telangana,Medak,251,44,0,295,1455,6773,8228,27.891525423728815,22.959322033898307,19.0,17.304525288376222
503123,2025,Telangana,Kamareddy,83,5,0,88,322,2497,2819,32.03409090909091,28.375,19.0,17.304525288376222
503212,2025,Telangana,Nizamabad,135,5,0,140,519,2871,3390,24.214285714285715,20.507142857142856,19.0,17.304525288376222
504001,2025,Andhra Pradesh,Adilabad,568,83,1,652,2423,14502,16925,25.958588957055216,22.242331288343557,19.0,17.304525288376222
504101,2025,Telangana,Nirmal,74,4,0,78,375,2106,2481,31.807692307692307,27.0,19.0,17.304525288376222
504102,2025,Telangana,Nirmal,129,16,0,145,566,3070,3636,25.075862068965517,21.17241379310345,19.0,17.304525288376222
504103,2025,Andhra Pradesh,Adilabad,282,15,1,298,1505,7962,9467,31.768456375838927,26.71812080536913,19.0,17.304525288376222
504105,2025,Telangana,Nirmal,75,2,1,78,219,2166,2385,30.576923076923077,27.76923076923077,19.0,17.304525288376222
504106,2025,Telangana,Nirmal,364,30,2,396,1176,7105,8281,20.911616161616163,17.94191919191919,19.0,17.304525288376222
504109,2025,Andhra Pradesh,Adilabad,107,6,0,113,377,2513,2890,25.575221238938052,22.238938053097346,19.0,17.304525288376222
504201,2025,Telangana,Mancherial,113,29,0,142,642,4895,5537,38.99295774647887,34.471830985915496,19.0,17.304525288376222
504203,2025,Telangana,Nirmal,168,35,0,203,722,4255,4977,24.517241379310345,20.960591133004925,19.0,17.304525288376222
504204,2025,Telangana,Mancherial,64,20,0,84,220,1508,1728,20.571428571428573,17.952380952380953,19.0,17.304525288376222
504205,2025,Telangana,Mancherial,85,16,0,101,364,3272,3636,36.0,32.396039603960396,19.0,17.304525288376222
504206,2025,Telangana,Mancherial,45,8,0,53,283,2423,2706,51.056603773584904,45.716981132075475,19.0,17.304525288376222
504207,2025,Telangana,Adilabad,59,10,0,69,244,2172,2416,35.01449275362319,31.47826086956522,19.0,17.304525288376222
504214,2025,Telangana,Mancherial,71,31,0,102,200,2035,2235,21.91176470588235,19.95098039215686,19.0,17.304525288376222
504215,2025,Telangana,Adilabad,96,19,0,115,385,3762,4147,36.06086956521739,32.71304347826087,19.0,17.304525288376222
504272,2025,Telangana,Mancherial,72,10,0,82,136,1464,1600,19.51219512195122,17.853658536585368,19.0,17.304525288376222
504293,2025,Andhra Pradesh,Adilabad,190,49,0,239,1023,5903,6926,28.97907949790795,24.698744769874477,19.0,17.304525288376222
504295,2025,Telangana,Adilabad,107,45,0,152,506,3578,4084,26.86842105263158,23.539473684210527,19.0,17.304525288376222
504296,2025,Telangana,Komaram Bheem,378,42,0,420,1063,7514,8577,20.42142857142857,17.89047619047619,19.0,17.304525288376222
504299,2025,Telangana,Komaram Bheem,397,101,0,498,1024,9329,10353,20.789156626506024,18.73293172690763,19.0,17.304525288376222
505122,2025,Telangana,Karimnagar,160,15,2,177,461,4820,5281,29.836158192090394,27.231638418079097,19.0,17.304525288376222
505129,2025,Andhra Pradesh,Karimnagar,41,8,0,49,88,861,949,19.367346938775512,17.571428571428573,19.0,17.304525288376222
505152,2025,Telangana,Peddapalli,87,11,0,98,234,2227,2461,25.112244897959183,22.724489795918366,19.0,17.304525288376222
505186,2025,Telangana,Karimnagar,35,11,0,46,103,1260,1363,29.630434782608695,27.391304347826086,19.0,17.304525288376222
505415,2025,Telangana,Jagitial,121,16,1,138,240,2428,2668,19.333333333333332,17.594202898550726,19.0,17.304525288376222
505470,2025,Telangana,Karimnagar,54,8,0,62,119,1726,1845,29.758064516129032,27.838709677419356,19.0,17.304525288376222
505473,2025,Telangana,Siddipet,75,8,0,83,235,2203,2438,29.373493975903614,26.542168674698797,19.0,17.304525288376222
505474,2025,Telangana,Karimnagar,78,6,0,84,121,1913,2034,24.214285714285715,22.773809523809526,19.0,17.304525288376222
505475,2025,Telangana,Karimnagar,58,4,0,62,127,1498,1625,26.20967741935484,24.161290322580644,19.0,17.304525288376222
505490,2025,Telangana,Karimnagar,34,5,0,39,105,1177,1282,32.87179487179487,30.17948717948718,19.0,17.304525288376222
505498,2025,Telangana,Karimnagar,44,4,0,48,95,1059,1154,24.041666666666668,22.0625,19.0,17.304525288376222
505502,2025,Telangana,Karimnagar,82,12,0,94,149,1774,1923,20.45744680851064,18.872340425531913,19.0,17.304525288376222
505503,2025,Telangana,Karimnagar,161,70,0,231,692,5678,6370,27.575757575757574,24.58008658008658,19.0,17.304525288376222
505505,2025,Telangana,Karimnagar,59,9,0,68,104,1527,1631,23.985294117647058,22.455882352941178,19.0,17.304525288376222
505524,2025,Telangana,Karimnagar,66,6,0,72,177,1357,1534,21.305555555555557,18.84722222222222,19.0,17.304525288376222
506002,2025,Telangana,Warangal Urban,467,53,4,524,1686,13140,14826,28.293893129770993,25.076335877862597,19.0,17.304525288376222
506003,2025,Telangana,Warangal,129,16,0,145,356,2547,2903,20.020689655172415,17.56551724137931,19.0,17.304525288376222
506005,2025,Telangana,Warangal Urban,101,20,0,121,327,2648,2975,24.58677685950413,21.884297520661157,19.0,17.304525288376222
506144,2025,Telangana,Jangoan,43,5,0,48,118,1087,1205,25.104166666666668,22.645833333333332,19.0,17.304525288376222
506163,2025,Telangana,Mahabubabad,183,31,0,214,573,3913,4486,20.962616822429908,18.285046728971963,19.0,17.304525288376222
506168,2025,Telangana,Jayashankar Bhupalpally,74,15,0,89,175,2015,2190,24.60674157303371,22.640449438202246,19.0,17.304525288376222
506310,2025,Telangana,Hanumakonda,86,12,0,98,215,2179,2394,24.428571428571427,22.23469387755102,19.0,17.304525288376222
506313,2025,Telangana,Jangoan,101,7,0,108,289,2863,3152,29.185185185185187,26.50925925925926,19.0,17.304525288376222
506314,2025,Telangana,Warangal Rural,126,13,1,140,281,2595,2876,20.542857142857144,18.535714285714285,19.0,17.304525288376222
506316,2025,Telangana,Jangoan,69,14,0,83,171,1851,2022,24.36144578313253,22.301204819277107,19.0,17.304525288376222
506319,2025,Telangana,Hanumakonda,62,8,0,70,193,1235,1428,20.4,17.642857142857142,19.0,17.304525288376222
506330,2025,Telangana,Warangal,127,9,0,136,320,3138,3458,25.426470588235293,23.073529411764707,19.0,17.304525288376222
506331,2025,Telangana,Warangal,151,30,0,181,326,3826,4152,22.939226519337016,21.138121546961326,19.0,17.304525288376222
506344,2025,Telangana,Mulugu,57,10,0,67,168,1201,1369,20.432835820895523,17.925373134328357,19.0,17.304525288376222
506347,2025,Telangana,Mulugu,52,10,0,62,131,1150,1281,20.661290322580644,18.548387096774192,19.0,17.304525288376222
506348,2025,Andhra Pradesh,Warangal,131,31,0,162,385,2920,3305,20.401234567901234,18.02469135802469,19.0,17.304525288376222
506356,2025,Telangana,Jayashankar Bhupalpally,125,38,1,164,329,4042,4371,26.652439024390244,24.646341463414632,19.0,17.304525288376222
506366,2025,Telangana,Jayashankar Bhupalpally,57,9,0,66,142,1324,1466,22.21212121212121,20.060606060606062,19.0,17.304525288376222
506371,2025,Telangana,Hanumakonda,79,11,0,90,225,1926,2151,23.9,21.4,19.0,17.304525288376222
506381,2025,Telangana,Warangal,116,30,0,146,531,3048,3579,24.513698630136986,20.876712328767123,19.0,17.304525288376222
506391,2025,Telangana,Hanumakonda,65,11,0,76,132,1462,1594,20.973684210526315,19.236842105263158,19.0,17.304525288376222
507002,2025,Telangana,Khammam,180,77,0,257,912,5548,6460,25.136186770428015,21.587548638132297,19.0,17.304525288376222
507111,2025,Andhra Pradesh,Khammam,123,19,0,142,430,3004,3434,24.183098591549296,21.154929577464788,19.0,17.304525288376222
507114,2025,Andhra Pradesh,West Godavari,156,24,2,182,697,4476,5173,28.423076923076923,24.593406593406595,19.0,17.304525288376222
507133,2025,Telangana,Mulugu,69,12,0,81,299,1664,1963,24.234567901234566,20.54320987654321,19.0,17.304525288376222
507157,2025,Telangana,Khammam,34,10,0,44,142,879,1021,23.204545454545453,19.977272727272727,19.0,17.304525288376222
507159,2025,Telangana,Khammam,55,8,0,63,231,1654,1885,29.92063492063492,26.253968253968253,19.0,17.304525288376222
507164,2025,Telangana,Khammam,84,18,0,102,286,1977,2263,22.186274509803923,19.38235294117647,19.0,17.304525288376222
507208,2025,Telangana,Khammam,101,33,0,134,361,2684,3045,22.723880597014926,20.029850746268657,19.0,17.304525288376222
507301,2025,Telangana,Bhadradri Kothagudem,84,22,0,106,511,2421,2932,27.660377358490567,22.839622641509433,19.0,17.304525288376222
507303,2025,Andhra Pradesh,Khammam,180,79,0,259,728,4664,5392,20.81853281853282,18.00772200772201,19.0,17.304525288376222
507305,2025,Telangana,Khammam,64,23,1,88,323,1580,1903,21.625,17.954545454545453,19.0,17.304525288376222
508101,2025,Telangana,Nalgonda,144,25,0,169,442,3340,3782,22.37869822485207,19.763313609467456,19.0,17.304525288376222
508105,2025,Andhra Pradesh,Nalgonda,114,28,0,142,171,2897,3068,21.6056338028169,20.401408450704224,19.0,17.304525288376222
508112,2025,Telangana,Yadadri.,121,21,0,142,531,4279,4810,33.87323943661972,30.133802816901408,19.0,17.304525288376222
508114,2025,Telangana,Nalgonda,116,15,0,131,256,2405,2661,20.31297709923664,18.358778625954198,19.0,17.304525288376222
508201,2025,Telangana,Suryapet,123,30,1,154,665,4288,4953,32.16233766233766,27.844155844155843,19.0,17.304525288376222
508204,2025,Telangana,Nalgonda,244,56,0,300,959,7285,8244,27.48,24.283333333333335,19.0,17.304525288376222
508211,2025,Telangana,Nalgonda,190,53,0,243,601,4507,5108,21.020576131687243,18.54732510288066,19.0,17.304525288376222
508212,2025,Telangana,Suryapet,165,25,0,190,418,3849,4267,22.457894736842107,20.257894736842104,19.0,17.304525288376222
508218,2025,Telangana,Suryapet,140,26,0,166,410,3333,3743,22.548192771084338,20.07831325301205,19.0,17.304525288376222
508222,2025,Telangana,Nalgonda,151,18,0,169,234,3172,3406,20.153846153846153,18.76923076923077,19.0,17.304525288376222
508233,2025,Telangana,Nalgonda,100,17,0,117,274,2373,2647,22.623931623931625,20.28205128205128,19.0,17.304525288376222
508234,2025,Telangana,Suryapet,83,11,0,94,271,1970,2241,23.840425531914892,20.95744680851064,19.0,17.304525288376222
508238,2025,Andhra Pradesh,Nalgonda,80,11,0,91,201,1608,1809,19.87912087912088,17.67032967032967,19.0,17.304525288376222
508246,2025,Telangana,Suryapet,163,20,0,183,863,5281,6144,33.57377049180328,28.85792349726776,19.0,17.304525288376222
508252,2025,Andhra Pradesh,Nalgonda,281,34,0,315,1207,9480,10687,33.926984126984124,30.095238095238095,19.0,17.304525288376222
508256,2025,Telangana,Nalgonda,95,12,0,107,198,2099,2297,21.46728971962617,19.61682242990654,19.0,17.304525288376222
508280,2025,Telangana,Nalgonda,161,26,0,187,313,4434,4747,25.385026737967916,23.711229946524064,19.0,17.304525288376222
508286,2025,Telangana,Nalgonda,80,19,0,99,127,1808,1935,19.545454545454547,18.262626262626263,19.0,17.304525288376222
509152,2025,Telangana,Mahabubnagar,59,4,0,63,238,1477,1715,27.22222222222222,23.444444444444443,19.0,17.304525288376222
509228,2025,Telangana,Mahabubnagar,123,33,0,156,583,2758,3341,21.416666666666668,17.67948717948718,19.0,17.304525288376222
515001,2025,Andhra Pradesh,Ananthapuramu,420,47,3,470,2780,12912,15692,33.38723404255319,27.472340425531915,19.0,17.304525288376222
515004,2025,Andhra Pradesh,Ananthapuramu,202,9,0,211,1259,5594,6853,32.47867298578199,26.511848341232227,19.0,17.304525288376222
515122,2025,Andhra Pradesh,Ananthapuramu,73,4,1,78,355,1404,1759,22.55128205128205,18.0,19.0,17.304525288376222
515201,2025,Andhra Pradesh,Anantapur,271,23,2,296,1505,6841,8346,28.195945945945947,23.111486486486488,19.0,17.304525288376222
515231,2025,Andhra Pradesh,Ananthapuramu,168,8,0,176,742,3075,3817,21.6875,17.47159090909091,19.0,17.304525288376222
515241,2025,Andhra Pradesh,Ananthapuramu,39,3,3,45,222,1014,1236,27.466666666666665,22.533333333333335,19.0,17.304525288376222
515271,2025,Andhra Pradesh,Anantapur,63,7,0,70,248,1345,1593,22.757142857142856,19.214285714285715,19.0,17.304525288376222
515301,2025,Andhra Pradesh,Anantapur,107,7,0,114,510,2153,2663,23.359649122807017,18.885964912280702,19.0,17.304525288376222
515311,2025,Andhra Pradesh,Anantapur,47,5,0,52,296,1060,1356,26.076923076923077,20.384615384615383,19.0,17.304525288376222
515425,2025,Andhra Pradesh,Ananthapuramu,131,6,0,137,455,2659,3114,22.72992700729927,19.40875912408759,19.0,17.304525288376222
515556,2025,Andhra Pradesh,Anantapur,39,4,0,43,158,747,905,21.046511627906977,17.372093023255815,19.0,17.304525288376222
515571,2025,Andhra Pradesh,Anantapur,98,11,1,110,590,2759,3349,30.445454545454545,25.081818181818182,19.0,17.304525288376222
515751,2025,Andhra Pradesh,Anantapur,131,13,0,144,466,2927,3393,23.5625,20.32638888888889,19.0,17.304525288376222
516001,2025,Andhra Pradesh,Cuddapah,357,31,3,391,1118,7749,8867,22.67774936061381,19.81841432225064,19.0,17.304525288376222
516003,2025,Andhra Pradesh,Y. S. R,283,26,2,311,1300,6969,8269,26.588424437299036,22.408360128617364,19.0,17.304525288376222
516004,2025,Andhra Pradesh,Cuddapah,73,3,0,76,314,1832,2146,28.236842105263158,24.105263157894736,19.0,17.304525288376222
516193,2025,Andhra Pradesh,Cuddapah,123,9,0,132,402,2415,2817,21.34090909090909,18.295454545454547,19.0,17.304525288376222
516227,2025,Andhra Pradesh,Y. S. R,160,19,1,180,582,3458,4040,22.444444444444443,19.211111111111112,19.0,17.304525288376222
516257,2025,Andhra Pradesh,Cuddapah,84,5,1,90,289,1982,2271,25.233333333333334,22.022222222222222,19.0,17.304525288376222
516359,2025,Andhra Pradesh,Cuddapah,48,2,0,50,177,1198,1375,27.5,23.96,19.0,17.304525288376222
516360,2025,Andhra Pradesh,Cuddapah,438,38,6,482,1854,12066,13920,28.87966804979253,25.033195020746888,19.0,17.304525288376222
516390,2025,Andhra Pradesh,Cuddapah,166,11,0,177,643,4249,4892,27.638418079096045,24.005649717514125,19.0,17.304525288376222
517001,2025,Andhra Pradesh,Chittoor,158,13,2,173,525,3549,4074,23.54913294797688,20.514450867052023,19.0,17.304525288376222
517004,2025,Andhra Pradesh,Chittoor,79,3,1,83,241,1519,1760,21.204819277108435,18.301204819277107,19.0,17.304525288376222
517112,2025,Andhra Pradesh,Chittoor,69,5,0,74,266,1411,1677,22.66216216216216,19.06756756756757,19.0,17.304525288376222
517113,2025,Andhra Pradesh,Chittoor,38,4,1,43,217,924,1141,26.53488372093023,21.488372093023255,19.0,17.304525288376222
517127,2025,Andhra Pradesh,Chittoor,57,5,0,62,280,1550,1830,29.516129032258064,25.0,19.0,17.304525288376222
517167,2025,Andhra Pradesh,Chittoor,93,4,0,97,725,3569,4294,44.2680412371134,36.79381443298969,19.0,17.304525288376222
517192,2025,Andhra Pradesh,Chittoor,34,0,0,34,275,1330,1605,47.205882352941174,39.11764705882353,19.0,17.304525288376222
517213,2025,Andhra Pradesh,Chittoor,51,2,0,53,247,1054,1301,24.547169811320753,19.88679245283019,19.0,17.304525288376222
517214,2025,Andhra Pradesh,Annamayya,179,8,2,189,1296,6812,8108,42.8994708994709,36.042328042328045,19.0,17.304525288376222
517234,2025,Andhra Pradesh,Annamayya,90,9,1,100,384,2015,2399,23.99,20.15,19.0,17.304525288376222
517247,2025,Andhra Pradesh,Chittoor,311,23,3,337,3125,13611,16736,49.66172106824926,40.388724035608305,19.0,17.304525288376222
517257,2025,Andhra Pradesh,Chittoor,142,15,3,160,1159,4690,5849,36.55625,29.3125,19.0,17.304525288376222
517280,2025,Andhra Pradesh,Chittoor,59,1,0,60,344,1269,1613,26.883333333333333,21.15,19.0,17.304525288376222
517325,2025,Andhra Pradesh,Chittoor,504,28,17,549,3471,14922,18393,33.50273224043716,27.18032786885246,19.0,17.304525288376222
517390,2025,Andhra Pradesh,Annamayya,47,2,0,49,308,997,1305,26.632653061224488,20.346938775510203,19.0,17.304525288376222
517391,2025,Andhra Pradesh,Chittoor,63,7,0,70,232,1272,1504,21.485714285714284,18.17142857142857,19.0,17.304525288376222
517401,2025,Andhra Pradesh,Chittoor,121,3,1,125,613,2784,3397,27.176,22.272,19.0,17.304525288376222
